"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",2.34,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-1.32,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",0.97,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",0.98,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",1.01,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",1.34,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",1.27,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",1.28,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",2.37,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",2.82,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",44.49,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",45.34,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",50.22,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",51.82,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",50.02,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",48.53,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",49.94,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",51.77,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",48.2,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",44.81,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",45.67,,
"PRT","Portugal","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",43.96,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",32.33,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",33.21,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",33.71,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",33.34,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",33.63,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",33.61,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",33.8,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",33.56,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",34.65,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",34.6,,
"CHE","Switzerland","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",35.43,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",49.24,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",49.87,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",54.14,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",52.84,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",50.9,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",51.21,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",51.65,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",52.43,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",51.14,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",50.27,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",49.17,,
"AUT","Austria","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",48.49,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-6.17,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-2.68,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-0.74,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-0.19,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",0.21,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",0.24,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",0.65,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-1.12,,
"TUR","Turkey","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-2.77,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",32.1,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",33.6,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",32.25,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",33.12,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",34.17,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",29.65,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",30.25,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",31.44,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",30.52,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",31.12,,
"CRI","Costa Rica","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",40.11,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",39.34,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",39.59,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",44.28,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",43.9,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",42.38,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",41.72,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",40.91,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",39.16,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",40.83,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",41.35,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",41.02,,
"CAN","Canada","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",41.32,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",38.27,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",39.25,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",37.23,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",38.28,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",38.45,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",37.67,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",38.6,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",37.67,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",38,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",38.49,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",39.12,,
"GBR","United Kingdom","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",39.32,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-0.08,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-1.41,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-5.84,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-5.63,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-6.67,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-4.04,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-14.68,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-5.51,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-2.84,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-1.94,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",0.01,,
"SVN","Slovenia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",0.73,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",42.57,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",41.62,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",38.94,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",40.49,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",39.4,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",39.92,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",39.71,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",40.04,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",39.33,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",40.24,,
"NZL","New Zealand","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",39.99,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",5.13,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",4.18,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-2.53,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-2.61,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-1.04,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-2.18,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-2.61,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-3.21,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-2.75,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-1.72,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-0.81,,
"FIN","Finland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-0.67,,
"KOR","Korea","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",29.67,,
"KOR","Korea","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",32.01,,
